id,cuisine_name,cuisine_id
306001,Cafe,8484
611,Cafe,8484
18322677,Cafe,8484
18322677, Street Food,8031
18408212,Cafe,8484
18408212, Italian,3914
18276997,Cafe,8484
311759,Cafe,8484
18311952,Cafe,8484
18337883,Cafe,8484
18343001,Cafe,8484
18425752,Cafe,8484
18425752, Tea,8767
306880,Cafe,8484
312684,Cafe,8484
18237318,Cafe,8484
18237318, Tea,8767
312708,Cafe,8484
302243,Cafe,8484
18445781,Cafe,8484
18292083,Cafe,8484
18292083, Italian,3914
307786,Cafe,8484
310063,Cafe,8484
310063, Chinese,1982
310790,Cafe,8484
310790, Italian,3914
310790, Chinese,1982
310790, North Indian,6088
308263,Cafe,8484
308263, Bakery,9038
300749,Cafe,8484
300749, Tea,8767
18277030,Cafe,8484
18277030, Bakery,9038
18277030, Desserts,9864
18161600,Cafe,8484
18439522,Cafe,8484
18439522, Mexican,7313
305317,Cafe,8484
304103,Cafe,8484
18381672,Cafe,8484
18430870,Cafe,8484
17977758,Cafe,8484
17977758, Continental,3876
17977758, Fast Food,7819
308623,Cafe,8484
308623, Italian,3914
308623, Continental,3876
308623, Chinese,1982
18034079,Cafe,8484
18233621,Cafe,8484
18233621, Italian,3914
18233621, Continental,3876
18233621, Fast Food,7819
18365588,Cafe,8484
18365588, Italian,3914
18365588, Continental,3876
8130,Cafe,8484
18435790,Cafe,8484
18128867,Cafe,8484
4239,Cafe,8484
8590,Cafe,8484
8623,Cafe,8484
18423900,Cafe,8484
18312485,Cafe,8484
18469970,Cafe,8484
18469970, Desserts,9864
18375406,Cafe,8484
18375406, Fast Food,7819
18358662,Cafe,8484
18489823,Cafe,8484
18489823, Bakery,9038
18489823, Fast Food,7819
18441663,Cafe,8484
18185059,Cafe,8484
18185059, Italian,3914
18185059, American,1627
18185059, Filipino,7355
18385186,Cafe,8484
18385186, Italian,3914
16608483,Cafe,8484
16608483, Coffee and Tea,4712
16608483, Sandwich,2467
16612028,Cafe,8484
652,Cafe,8484
4376,Cafe,8484
18312487,Cafe,8484
311856,Cafe,8484
311856, North Indian,6088
311856, Healthy Food,5129
312194,Cafe,8484
18313141,Cafe,8484
18277022,Cafe,8484
18277022, Fast Food,7819
651,Cafe,8484
311737,Cafe,8484
313304,Cafe,8484
313304, Tea,8767
301574,Cafe,8484
301574, Desserts,9864
3392,Cafe,8484
18418229,Cafe,8484
18418229, Continental,3876
18418229, Mexican,7313
1903,Cafe,8484
1903, Italian,3914
1903, Lebanese,2805
18312443,Cafe,8484
18312443, American,1627
18312443, Tea,8767
658,Cafe,8484
18358665,Cafe,8484
18358665, Continental,3876
18358665, North Indian,6088
650,Cafe,8484
308769,Cafe,8484
18247034,Cafe,8484
18247034, Bakery,9038
307237,Cafe,8484
307237, Beverages,1848
3797,Cafe,8484
9467,Cafe,8484
18268720,Cafe,8484
18268720, Italian,3914
18268720, Continental,3876
506,Cafe,8484
7901,Cafe,8484
18288761,Cafe,8484
18288761, Italian,3914
18288761, Chinese,1982
18423108,Cafe,8484
18423108, Continental,3876
18423108, Fast Food,7819
18463424,Cafe,8484
18463424, Chinese,1982
18337924,Cafe,8484
18337924, Chinese,1982
18337924, North Indian,6088
18337924, South Indian,3964
18423898,Cafe,8484
4919,Cafe,8484
4919, Continental,3876
302682,Cafe,8484
9747,Cafe,8484
9747, Italian,3914
9747, Japanese,6200
9747, North Indian,6088
9747, Fast Food,7819
303034,Cafe,8484
596,Cafe,8484
18336529,Cafe,8484
18463995,Cafe,8484
18337757,Cafe,8484
18337757, Continental,3876
18337757, Chinese,1982
18342940,Cafe,8484
304307,Cafe,8484
304307, Italian,3914
304307, Chinese,1982
304307, Fast Food,7819
311674,Cafe,8484
311674, Italian,3914
311674, Chinese,1982
18233584,Cafe,8484
18233584, Italian,3914
18233584, Continental,3876
18233584, Mediterranean,3456
18233584, Mexican,7313
310532,Cafe,8484
310532, Italian,3914
310532, Chinese,1982
310532, North Indian,6088
310532, Mexican,7313
17989097,Cafe,8484
17989097, Continental,3876
17989097, Chinese,1982
17989097, North Indian,6088
17977767,Cafe,8484
17977767, Italian,3914
17977767, Continental,3876
6651,Cafe,8484
18219550,Cafe,8484
18219550, Chinese,1982
8828,Cafe,8484
18432015,Cafe,8484
9829,Cafe,8484
18312578,Cafe,8484
18037806,Cafe,8484
7012,Cafe,8484
305360,Cafe,8484
303963,Cafe,8484
304030,Cafe,8484
18218787,Cafe,8484
18218787, Chinese,1982
18218787, North Indian,6088
18445783,Cafe,8484
18412880,Cafe,8484
18412880, Italian,3914
18412880, Continental,3876
18412880, North Indian,6088
18487016,Cafe,8484
18487016, Bakery,9038
18361742,Cafe,8484
18361742, Italian,3914
18361742, Chinese,1982
18361742, North Indian,6088
310604,Cafe,8484
310604, Continental,3876
310604, North Indian,6088
6925,Cafe,8484
18365871,Cafe,8484
4876,Cafe,8484
6743,Cafe,8484
18349915,Cafe,8484
18349915, Tea,8767
306131,Cafe,8484
306131, Desserts,9864
18161609,Cafe,8484
18241867,Cafe,8484
18241867, Italian,3914
18241867, Fast Food,7819
514,Cafe,8484
797,Cafe,8484
4879,Cafe,8484
3586,Cafe,8484
302920,Cafe,8484
18466414,Cafe,8484
18464628,Cafe,8484
307366,Cafe,8484
18272387,Cafe,8484
6847,Cafe,8484
18161567,Cafe,8484
18396451,Cafe,8484
18396451, Beverages,1848
18383550,Cafe,8484
18383550, Bakery,9038
18372325,Cafe,8484
18273536,Cafe,8484
305472,Cafe,8484
305472, Fast Food,7819
18453788,Cafe,8484
18453788, Chinese,1982
18453788, Fast Food,7819
18331809,Cafe,8484
8441,Cafe,8484
18264244,Cafe,8484
18233616,Cafe,8484
18233616, Tea,8767
18273551,Cafe,8484
594,Cafe,8484
18382371,Cafe,8484
18395381, Italian,3914
18395381, North Indian,6088
18395381, Mughlai,9722
18395381,Continental,8413
18157384, Italian,3914
18157384, Continental,3876
18157384, Chinese,1982
18157384, Thai,5705
18157384,North Indian,3492
18157384, Mughlai,9722
4959, Italian,3914
4959, Continental,3876
4959, Chinese,1982
4959,North Indian,3492
18126111, Italian,3914
18126111, American,1627
18126111, North Indian,6088
18126111, Seafood,9663
18126111,Continental,8413
18126111, Cafe,5457
310942, Italian,3914
310942, American,1627
310942,Fast Food,9758
4910, Italian,3914
4910,French,4305
17953931, Italian,3914
17953931, Continental,3876
17953931, Chinese,1982
17953931,North Indian,3492
18273615, Italian,3914
18273615, North Indian,6088
18273615,Finger Food,5565
310674, Italian,3914
310674, North Indian,6088
310674,Continental,8413
310674, Kashmiri,6915
310674, Moroccan,9989
18358157, Italian,3914
18358157, Chinese,1982
18358157, Fast Food,7819
18358157,North Indian,3492
312902, Italian,3914
312902, Continental,3876
312902, Chinese,1982
312902,Finger Food,5565
18128883, Italian,3914
18128883, Continental,3876
18128883,Mediterranean,7080
17977751, Italian,3914
17977751, North Indian,6088
17977751,Continental,8413
18241531, Italian,3914
18241531, Chinese,1982
18241531,British,4266
18034050, Italian,3914
18034050, Continental,3876
18034050,North Indian,3492
18034050, Finger Food,9938
18279463, Italian,3914
18279463, American,1627
18279463,Fast Food,9758
18258757, Italian,3914
18258757, Pizza,9082
18258757,Fast Food,9758
18439530, Italian,3914
18439530,Bakery,1138
18439530, Chinese,1982
18439530, Mexican,7313
18438416, Italian,3914
18438416,American,3286
18438416, Bakery,9038
18438416, Burger,3134
18438416, Pizza,9082
18438416, Sandwich,2467
18438416, Deli,3572
3425, Italian,3914
3425, Continental,3876
3425,American,3286
303574, Italian,3914
303574, Lebanese,2805
303574, Chinese,1982
303574, Fast Food,7819
303574, Mexican,7313
303574,North Indian,3492
18400736, Italian,3914
18400736, Italian,3914
18400736, Italian,3914
18400736, Italian,3914
18400736, American,1627
18400736, American,1627
18400736, American,1627
18400736, American,1627
18400736,Burger,8555
18400736,Burger,8555
18400736,Burger,8555
18400736,Burger,8555
18400736, Pizza,9082
18400736, Pizza,9082
18400736, Pizza,9082
18400736, Pizza,9082
18400736, Fast Food,7819
18400736, Fast Food,7819
18400736, Fast Food,7819
18400736, Fast Food,7819
307802, Italian,3914
307802, Thai,5705
307802, Asian,9386
307802,Japanese,1421
7227, Italian,3914
7227, American,1627
7227, Lebanese,2805
7227, European,2075
7227, Mexican,7313
7227,North Indian,3492
7227, Asian,9386
4741, Italian,3914
4741, Lebanese,2805
4741,American,3286
4741, Chinese,1982
4741, North Indian,6088
4404, Italian,3914
4404, North Indian,6088
4404,Continental,8413
4404, South Indian,3964
1037, Italian,3914
1037, Continental,3876
1037, North Indian,6088
1037,Mexican,1345
1037, Asian,9386
305763, Italian,3914
305763, Fast Food,7819
305763,North Indian,3492
18289261, Italian,3914
18289261, Bakery,9038
18289261,North Indian,3492
18289261, South Indian,3964
18337908, Italian,3914
18337908, Chinese,1982
18337908,North Indian,3492
305545, Italian,3914
305545, North Indian,6088
305545,Continental,8413
18268390, Italian,3914
18268390,Finger Food,5565
18268390, Middle Eastern,3931
1185, Italian,3914
1185,American,3286
1185, North Indian,6088
1185, Mexican,7313
1185, Tex-Mex,2584
18219522, Italian,3914
18219522, Lebanese,2805
18219522, Chinese,1982
18219522, Thai,5705
18219522, Mexican,7313
18219522,North Indian,3492
310916, Italian,3914
310916,Pizza,5846
9720, Italian,3914
9720, North Indian,6088
9720,Finger Food,5565
18157395, Italian,3914
18157395, Chinese,1982
18157395,North Indian,3492
312787, Italian,3914
312787,American,3286
312787, North Indian,6088
312787, Mughlai,9722
18306530, Italian,3914
18306530, Chinese,1982
18306530,North Indian,3492
311690, Italian,3914
311690, Chinese,1982
311690,North Indian,3492
1060, Italian,3914
1060, North Indian,6088
1060,Chinese,9984
311423, Italian,3914
311423, North Indian,6088
311423,Finger Food,5565
308007, Italian,3914
308007, Continental,3876
308007,Finger Food,5565
18418258, Italian,3914
18418258, Continental,3876
18418258,North Indian,3492
18418258, Asian,9386
313269, Italian,3914
313269,Pizza,5846
18241537, Italian,3914
18241537, American,1627
18241537,North Indian,3492
18241537, Asian,9386
18235515, Italian,3914
18235515, Continental,3876
18235515, Mexican,7313
18235515,North Indian,3492
18238278, Italian,3914
18238278, Continental,3876
18238278, North Indian,6088
18238278,Finger Food,5565
18306523, Italian,3914
18306523, Mediterranean,3456
18306523, Chinese,1982
18306523,North Indian,3492
309478, Italian,3914
309478, Continental,3876
309478, Chinese,1982
309478,North Indian,3492
310463, Italian,3914
310463,Pizza,5846
308579, Italian,3914
308579, North Indian,6088
308579, Asian,9386
308579,Continental,8413
309664, Italian,3914
309664, Cafe,5457
309664,Pizza,5846
306913, Italian,3914
306913, American,1627
306913, Chinese,1982
306913,North Indian,3492
306913, Middle Eastern,3931
312601, Italian,3914
312601, Chinese,1982
312601,North Indian,3492
312601, Mughlai,9722
18222559, Italian,3914
18222559, Continental,3876
18222559, Chinese,1982
18222559,North Indian,3492
18157403, Italian,3914
18157403, Continental,3876
18157403,North Indian,3492
3910, Italian,3914
3910, North Indian,6088
3910, Asian,9386
3910,Continental,8413
18306547, Italian,3914
18306547,American,3286
18306547, European,2075
18306547, Thai,5705
18306547, North Indian,6088
2724, Italian,3914
2724, Chinese,1982
2724,North Indian,3492
2724, South Indian,3964
2770, Italian,3914
2770, American,1627
2770, North Indian,6088
2770,Continental,8413
2768, Italian,3914
2768, Finger Food,9938
2768,Mughlai,8313
2768, Middle Eastern,3931
312603, Italian,3914
312603, Chinese,1982
