id,name,location.address,location.locality,location.city,location.city_id,location.latitude,location.longitude,location.zipcode,location.country_id,location.locality_verbose,switch_to_order_menu,cuisines,average_cost_for_two,price_range,currency,user_rating.aggregate_rating,user_rating.rating_text,user_rating.rating_color,user_rating.votes,has_online_delivery,is_delivering_now,has_table_booking
18431970,Sikandrabadi Biryani,"122, Ground Floor, Jaipuria Plaza, Sector 26, Noida, Delhi NCR","Jaipuria Plaza, Sector 26, Noida",Noida,1,28.5765143,77.3348596,,1,"Jaipuria Plaza, Sector 26, Noida, Noida",0,"Biryani, North Indian",400,1,Rs.,3.4,Average,CDD614,29,1,0,0
18157374,The Kitchen,"G-25, Savitri Market, Sector 31, Noida",Sector 31,Noida,1,28.5791986,77.3394417,201301,1,"Sector 31, Noida",0,North Indian,600,2,Rs.,2.7,Average,FFBA00,20,0,0,0
18428614,Chhote Nawab,"Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida",Noida,1,28.5762864,77.3354311,,1,"Jaipuria Plaza, Sector 26, Noida, Noida",0,Lucknowi,250,1,Rs.,3.5,Good,9ACD32,24,1,0,0
312978,The Urban Chulha,"I-10, Harola, Near Sector 5, Noida",Sector 5,Noida,1,28.5878734,77.3245004,,1,"Sector 5, Noida",0,North Indian,300,1,Rs.,3.5,Good,9ACD32,87,1,0,0
312243,Chanda Food,"140 Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida",Noida,1,28.5766241,77.3348957,201301,1,"Jaipuria Plaza, Sector 26, Noida, Noida",0,Chinese,350,1,Rs.,3.6,Good,9ACD32,97,0,0,0
18157407,Taste In Box,"Shop 28, Kanchanjunga Market, Sector 53, Noida",Sector 53,Noida,1,28.5956935,77.3623312,,1,"Sector 53, Noida",0,"North Indian, Chinese",500,2,Rs.,2.3,Poor,FF7800,23,1,0,0
18383031,Kesarwa Bakez,"B 3, Kanchanjunga Market, Sector 53, Noida, Delhi NCR",Sector 53,Noida,1,28.5957812,77.3626452,,1,"Sector 53, Noida",0,Bakery,500,2,Rs.,0.0,Not rated,CBCBC8,2,1,0,0
309873,Lazzez's,"K-1-4, Kanchanjunga Market, Sector 53, Noida",Sector 53,Noida,1,28.5953748,77.3625937,,1,"Sector 53, Noida",0,"North Indian, Mughlai, Chinese, Raw Meats",600,2,Rs.,2.9,Average,FFBA00,25,0,0,0
6033,Cakewalk - Park Plaza,"Park Plaza Hotel, C Block, Sector 55, Noida","Park Plaza Hotel, Sector 55, Noida",Noida,1,28.6038697,77.3506896,201307,1,"Park Plaza Hotel, Sector 55, Noida, Noida",0,Bakery,500,2,Rs.,3.4,Average,CDD614,25,0,0,0
18204467,Govinda's Restaurant,"A-5, Opposite NTPC Office, Sector 33, Noida",Sector 33,Noida,1,28.5866196,77.3499908,,1,"Sector 33, Noida",0,"North Indian, South Indian",300,1,Rs.,3.0,Average,CDD614,8,0,0,0
18428215,Veer Jee,"Shop 31, Kunchanjunga Market, Sector 53, Noida",Sector 53,Noida,1,28.5956936938,77.3620956391,201301,1,"Sector 53, Noida",0,North Indian,250,1,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
312184,Tandoori Corner,"Main Road, Gijhor, Near CNG Pump, Sector 53, Noida",Sector 53,Noida,1,28.5900318,77.3596121,,1,"Sector 53, Noida",0,"North Indian, Mughlai, Chinese",500,2,Rs.,2.6,Average,FFBA00,9,1,0,0
309318,Bakes & Cakes,"Royal Paradise Hotel, Shop 3 & 4, Y 349C, Near Sabzi Mandi, Sector 12, Noida",Sector 12,Noida,1,28.5968936,77.3440643,,1,"Sector 12, Noida",0,Bakery,250,1,Rs.,3.0,Average,CDD614,5,1,0,0
18249124,B Tamang Chineese,"Shop 4/7, E Block Market, Sector 56, Noida",Sector 56,Noida,1,28.6033018,77.3428293,,1,"Sector 56, Noida",0,Chinese,300,1,Rs.,2.9,Average,FFBA00,4,0,0,0
8068,Snacks Point,"17, A Block Market, Sector 55, Noida",Sector 55,Noida,1,28.6070243,77.3469342,0,1,"Sector 55, Noida",0,Chinese,150,1,Rs.,2.9,Average,FFBA00,4,0,0,0
18382337,Cream Bell Scoopers,"Shop 3, I 25, Near Metro Hospital, Sector 12, Noida",Sector 12,Noida,1,28.5969468,77.3377445,,1,"Sector 12, Noida",0,Ice Cream,200,1,Rs.,0.0,Not rated,CBCBC8,2,0,0,0
18489849,Standard Sweets,"Shop 6,7, Y-349, Sector 12, Noida",Sector 12,Noida,1,28.5969498,77.3441252,,1,"Sector 12, Noida",0,"Mithai, Street Food",150,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18381674,The Zaika King,"Shop X-1 A, 17, Behind Metro Hospital, Sector 12, Noida",Sector 12,Noida,1,28.597161,77.338294,,1,"Sector 12, Noida",0,"North Indian, Mughlai",600,2,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
18486858,6 Packs Momos,"Spice World Mall, Sector 25, Noida","Spice World Mall, Sector 25",Noida,1,28.586,77.3406022,,1,"Spice World Mall, Sector 25, Noida",0,Chinese,300,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
834,Berco's,"O-1, Sector 12, Noida",Sector 12,Noida,1,28.5939838,77.3388953,0,1,"Sector 12, Noida",0,"Chinese, Thai",1100,3,Rs.,3.7,Good,9ACD32,1182,1,0,0
18345461,Wakhra Swaad,"Shop 129, Jaipuria Plaza, Sector 26, Noida",Sector 26,Noida,1,28.5768276,77.3352977,201301,1,"Sector 26, Noida",0,"North Indian, Fast Food",500,2,Rs.,4.1,Very Good,5BA829,112,1,0,0
307232,Goli Vada Pav No. 1,"120, Ground Floor, Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida",Noida,1,28.5764862,77.3348627,,1,"Jaipuria Plaza, Sector 26, Noida, Noida",0,Street Food,150,1,Rs.,3.6,Good,9ACD32,280,1,0,0
18311928,Elixir Health Café,"10, 1st Floor, Kirtimaan Plaza, Sector 30, Noida",Sector 30,Noida,1,28.5724711,77.3408326,,1,"Sector 30, Noida",0,"Cafe, Healthy Food, Continental, Italian, Asian",800,2,Rs.,3.7,Good,9ACD32,131,1,0,1
2342,Gravity,"402, 3rd Floor, Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida",Noida,1,28.5767055,77.3351961,201301,1,"Jaipuria Plaza, Sector 26, Noida, Noida",0,"Chinese, Mughlai, North Indian",1000,3,Rs.,2.6,Average,FFBA00,192,1,0,1
302535,Caffé La Poya,"10, Kirtimaan Plaza Behind Mother Diary, Sector 30, Noida",Sector 30,Noida,1,28.5722363,77.3409391,,1,"Sector 30, Noida",0,"Cafe, Continental, Fast Food, Italian",600,2,Rs.,3.7,Good,9ACD32,164,1,0,0
309088,Kolkata Biryani House,"138, Jaipuria Plaza, Sector 26, Noida","Jaipuria Plaza, Sector 26, Noida",Noida,1,28.5768465,77.3352789,,1,"Jaipuria Plaza, Sector 26, Noida, Noida",0,"North Indian, Mughlai, Biryani",500,2,Rs.,2.8,Average,FFBA00,109,1,0,0
18458315,KD's Hunger Point,"Shop 1A, Hansraj Complex, Sector 31, Noida",Sector 31,Noida,1,0.0,0.0,,1,"Sector 31, Noida",0,"North Indian, Chinese",200,1,Rs.,3.7,Good,9ACD32,49,0,0,0
18219552,Go! Biryani,"Sector 29, Noida",Sector 29,Noida,1,28.5684579,77.3353589,,1,"Sector 29, Noida",0,Biryani,500,2,Rs.,3.5,Good,9ACD32,144,1,0,0
18289257,Hungry Minister,"Sector 18 ,Noida",Sector 18,Noida,1,28.570034,77.327377,,1,"Sector 18, Noida",0,"Continental, Mexican, Fast Food, Chinese",400,1,Rs.,3.5,Good,9ACD32,147,1,1,0
5239,221 B Baker Street,"21, Jalvayu Vihar Market, Sector 25, Noida",Sector 25,Noida,1,28.5843762,77.3379464,0,1,"Sector 25, Noida",0,Bakery,350,1,Rs.,3.4,Average,CDD614,102,1,0,0
7983,221 B Baker Street,"10, Brahmaputra Shoping Complex, Sector 29, Noida",Brahmaputra Shopping Complex,Noida,1,28.5703556,77.3326668,0,1,"Brahmaputra Shopping Complex, Noida",0,Bakery,200,1,Rs.,3.5,Good,9ACD32,94,1,0,0
3154,Samarkand,"R-292, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29",Noida,1,28.5677406,77.3353589,0,1,"Ganga Shopping Complex, Sector 29, Noida",0,"North Indian, Mughlai, Chinese",1500,3,Rs.,3.3,Average,CDD614,129,1,0,1
302727,Cook Du Kdu,"124, Block 2, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29",Noida,1,28.5681889,77.3353589,,1,"Ganga Shopping Complex, Sector 29, Noida",0,"North Indian, Chinese, Mughlai",650,2,Rs.,3.1,Average,CDD614,112,1,0,0
302558,Aggarwal,"B-1/3, Near Sector 18 Metro Station, Sector 18, Noida",Sector 18,Noida,1,28.5708113261,77.3259310797,,1,"Sector 18, Noida",0,"South Indian, Chinese, Street Food, Mithai",400,1,Rs.,3.3,Average,CDD614,61,1,0,0
18244520,Hungry House Pizzas & More,"Shop 28, D Block Market, Sector 27, Noida",Sector 27,Noida,1,28.5744432851,77.3283779249,201301,1,"Sector 27, Noida",0,"Pizza, Fast Food",600,2,Rs.,3.4,Average,CDD614,79,1,0,0
18255160,More Than Café,"Shop 26, Sector 27, Noida",Sector 27,Noida,1,28.5743808642,77.3282646015,,1,"Sector 27, Noida",0,Fast Food,400,1,Rs.,3.0,Average,CDD614,5,0,0,0
302575,Yours Deliciously,"45, 2nd Floor, Sab Mall, Sector 27, Noida",Sector 27,Noida,1,28.5737946,77.3235133,,1,"Sector 27, Noida",0,"Street Food, Beverages",350,1,Rs.,2.9,Average,FFBA00,4,0,0,0
18377587,Hungro,"Indra Market, Sector 27, Noida",Sector 27,Noida,1,0.0,0.0,,1,"Sector 27, Noida",0,"North Indian, South Indian",150,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
311419,Simla Bakery,"Atta Market, Sector 27, Noida",Sector 27,Noida,1,28.5735087338,77.3245842755,,1,"Sector 27, Noida",0,Bakery,150,1,Rs.,0.0,Not rated,CBCBC8,1,1,0,0
7982,Shri Adarsh Kulfi,"Ground Floor, Sab Mall, Sector 27, Noida",Sector 27,Noida,1,28.5738031,77.323603,0,1,"Sector 27, Noida",0,Desserts,150,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
307719,Shiparma Shri,"Behind Sub Mall, Shakumbhari Market, Sabji Mandi, Sector 27, Noida",Sector 27,Noida,1,28.5738666667,77.3245861111,,1,"Sector 27, Noida",0,North Indian,100,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18432192,Vishnu Ki Rasoi,"D Block Market, Sector 27, Noida",Sector 27,Noida,1,28.5746025,77.3282696,,1,"Sector 27, Noida",0,North Indian,250,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18383448,Swad E Punjab,"E 20-21, Sabji Mandi Market, Behind Sub Mall, Sector 27, Noida",Sector 27,Noida,1,28.5739436221,77.3245584592,,1,"Sector 27, Noida",0,North Indian,300,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18272355,Pirates of Grill,"C-417, 3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida",Noida,1,28.5664634104,77.3209790513,,1,"DLF Mall of India, Sector 18,  Noida, Noida",0,"North Indian, Continental, Mughlai, Asian",1800,3,Rs.,3.9,Good,9ACD32,749,0,0,0
490,Desi Vibes,"G-50, 1st Floor, Sector 18, Noida",Sector 18,Noida,1,28.5694915999,77.3242563754,201301,1,"Sector 18, Noida",0,"North Indian, Mughlai",1400,3,Rs.,3.8,Good,9ACD32,2019,1,0,0
18268716,SodaBottleOpenerWala,"3rd Floor, DLF Mall of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida",Noida,1,28.5665859059,77.3207768798,,1,"DLF Mall of India, Sector 18,  Noida, Noida",0,"Parsi, Iranian",1300,3,Rs.,4.0,Very Good,5BA829,617,0,0,0
18268712,Chili's Grill & Bar,"3rd Floor, DLF Mall Of India, Sector 18, Noida","DLF Mall of India, Sector 18,  Noida",Noida,1,28.5673064478,77.320414111,,1,"DLF Mall of India, Sector 18,  Noida, Noida",0,"Mexican, American, Italian",1500,3,Rs.,4.1,Very Good,5BA829,750,1,0,1
384,Domino's Pizza,"C-2/22, Sector 18, Noida",Sector 18,Noida,1,28.5702822009,77.3248877004,0,1,"Sector 18, Noida",0,"Pizza, Fast Food",700,2,Rs.,3.6,Good,9ACD32,547,0,0,0
18336495,Dhaba at Atta,"G-56, 1st Floor, Sector 18, Noida",Sector 18,Noida,1,28.5691454439,77.3241141376,,1,"Sector 18, Noida",0,"North Indian, Mughlai",1000,3,Rs.,3.8,Good,9ACD32,477,1,0,0
1244,TGI Friday's,"319-320, 3rd Floor, The Great India Place Mall, Sector 38-A, Near Sector 38, Noida","The Great India Place, Sector 38",Noida,1,28.5676834,77.3262056,0,1,"The Great India Place, Sector 38, Noida",0,"American, Tex-Mex",2500,4,Rs.,3.5,Good,9ACD32,1147,1,0,1
937,KFC,"P-21, Near Vodafone Store, Sector 18 Market, Sector 18, Noida",Sector 18,Noida,1,28.5687657728,77.3249641433,0,1,"Sector 18, Noida",0,"American, Fast Food, Burger",500,2,Rs.,2.7,Average,FFBA00,608,1,0,0
304612,RollsKing,"J-3, Near GIP Footover Bridge, Sector 18, Noida",Sector 18,Noida,1,28.5681241552,77.3248035461,,1,"Sector 18, Noida",0,Fast Food,300,1,Rs.,4.0,Very Good,5BA829,1055,0,0,0
1702,Nazeer Foods,"C-9, Behind Shipra Hotel, Sector 18, Noida",Sector 18,Noida,1,28.5711690804,77.324841097,0,1,"Sector 18, Noida",0,"Mughlai, North Indian",600,2,Rs.,3.6,Good,9ACD32,703,1,0,0
18421057,Imperfecto,"Gardens Gallaria, Sector 38, Noida","Gardens Galleria, Sector 38 Noida",Noida,1,28.5649369,77.3218081,,1,"Gardens Galleria, Sector 38 Noida, Noida",0,"Mediterranean, Italian, Continental, Spanish, North Indian",1800,3,Rs.,3.4,Average,CDD614,299,0,0,1
9836,Teasta,"16, Godawari Complex, Sector 37, Noida",Sector 37,Noida,1,28.565491,77.340025,0,1,"Sector 37, Noida",0,"Fast Food, Beverages",200,1,Rs.,4.1,Very Good,5BA829,632,0,0,0
309278,Bistro 37,"Shop 11, Godawari Complex, Sector 37, Noida",Sector 37,Noida,1,28.5652948,77.3397409,,1,"Sector 37, Noida",0,"Fast Food, Chinese",400,1,Rs.,4.3,Very Good,5BA829,1005,0,0,0
18352262,Hunger Strike,"Shop 3, Godavari Shopping Complex, Sector 37, Noida",Sector 37,Noida,1,28.5653946,77.3404288,201301,1,"Sector 37, Noida",0,"Fast Food, North Indian",400,1,Rs.,3.7,Good,9ACD32,92,1,0,0
5677,Cafe-18,"G-27, Savitri Market, Sector 18, Noida",Sector 18,Noida,1,28.5698885206,77.3266019672,0,1,"Sector 18, Noida",0,Fast Food,250,1,Rs.,2.5,Average,FFBA00,103,0,0,0
18345747,Thee Pot,"Shop 17, Godavari Market, Sector 37, Noida",Sector 37,Noida,1,28.5653929,77.3399353,,1,"Sector 37, Noida",0,"Cafe, Fast Food",400,1,Rs.,3.7,Good,9ACD32,80,1,0,0
311338,Chawla's 2,"G-28, Savitri Market, Sector 18, Noida",Sector 18,Noida,1,28.5698490642,77.3265255243,201301,1,"Sector 18, Noida",0,"North Indian, Mughlai, Chinese, Fast Food",700,2,Rs.,2.2,Poor,FF7800,81,1,0,0
18427229,The Munchkart Cafe,"Shop 38, Godavari Shopping Complex, Arun Vihar, Sector 37, Noida",Sector 37,Noida,1,28.5652811444,77.3401819915,,1,"Sector 37, Noida",0,"Fast Food, Chinese",350,1,Rs.,3.8,Good,9ACD32,34,1,0,0
2334,Debon,"D-1, Alaknanda Shopping Complex, Sector 28, Noida",Sector 28,Noida,1,28.5711287,77.3332434,0,1,"Sector 28, Noida",0,"Raw Meats, North Indian, Fast Food",400,1,Rs.,3.5,Good,9ACD32,85,0,0,0
301392,Cafe Pipa,"160, Ground Floor, Block 3, Ganga Shopping Complex, Sector 29, Noida","Ganga Shopping Complex, Sector 29",Noida,1,28.5678168,77.3361665,201301,1,"Ganga Shopping Complex, Sector 29, Noida",0,Cafe,350,1,Rs.,3.4,Average,CDD614,96,0,0,0
18279437,Al Bake,"Shop 5, Godavari Complex, Sector 37, Noida",Sector 37,Noida,1,28.5654172,77.3403587,,1,"Sector 37, Noida",0,"Fast Food, Chinese",450,1,Rs.,3.7,Good,9ACD32,72,1,0,0
8385,Domino's Pizza,"Ground Floor, Botanical Garden, Metro Station, Sector 38, Noida",Sector 38,Noida,1,28.564222,77.334211,0,1,"Sector 38, Noida",0,"Pizza, Fast Food",700,2,Rs.,2.4,Poor,FF7800,70,0,0,0
18430590,Chaayos,"Ground Floor, Logix City Centre Mall, Near Noida City Center Metro, Sector 34, Noida",Sector 34,Noida,1,28.5743086,77.3536634,,1,"Sector 34, Noida",0,"Cafe, Tea",400,1,Rs.,3.6,Good,9ACD32,18,1,0,0
18332077,Cafe Fusion,"Shop 10, Sharma Market, Sector 37, Noida",Sector 37,Noida,1,28.5661963343,77.3408354446,,1,"Sector 37, Noida",0,"Cafe, Fast Food",350,1,Rs.,3.7,Good,9ACD32,68,1,0,0
18478962,Tastee Chauka,"Shop 31, Block IV, Ganga Shopping Complex, Sector 29, Noida",Sector 29,Noida,1,28.5685985227,77.3355726153,201301,1,"Sector 29, Noida",0,North Indian,350,1,Rs.,3.7,Good,9ACD32,31,0,0,0
6800,Chef's Bar-Be-Que,"C 102 A, 13/14, Near Sector 39, Noida",Sector 39,Noida,1,28.5672202,77.3498054,0,1,"Sector 39, Noida",0,"North Indian, Mughlai, Chinese",650,2,Rs.,3.4,Average,CDD614,69,1,0,0
1460,Chawla's Chic Inn,"2, Alaknanda Market, Sector 28, Noida",Sector 28,Noida,1,28.5711016,77.3331573,0,1,"Sector 28, Noida",0,"North Indian, Mughlai",600,2,Rs.,2.8,Average,FFBA00,58,1,0,0
18303845,Green Restaurant,"Shop 2, Sharma Market, Sector 37, Noida",Sector 37,Noida,1,28.5661948,77.3408326,,1,"Sector 37, Noida",0,"North Indian, Chinese, Mughlai",400,1,Rs.,3.6,Good,9ACD32,47,1,0,0
18458632,Fit Bites,"Shop 1, Sharma Market, Arun Vihar, Sector 37, Noida",Sector 37,Noida,1,28.566297,77.340721,,1,"Sector 37, Noida",0,Healthy Food,800,2,Rs.,3.7,Good,9ACD32,26,1,0,1
18261720,Shahenshah,"Near City Center Metro Station, Noida, Sector 51, Noida",Sector 51,Noida,1,28.5825191,77.3665825,,1,"Sector 51, Noida",0,"North Indian, Mughlai, Chinese",500,2,Rs.,3.5,Good,9ACD32,61,1,0,0
1722,Punjabi Dhaba 61,"8, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61",Noida,1,28.5971298,77.3649169,0,1,"Supertech Shopprix Mall, Sector 61, Noida",0,"North Indian, Mughlai, Chinese",800,2,Rs.,2.6,Average,FFBA00,75,1,0,1
18258491,Bebbe Da Degh,"Shop 2, Sharma Market, Near Indian Overseas Bank, Sector 52, Noida",Sector 52,Noida,1,28.5867115,77.3625455,,1,"Sector 52, Noida",0,North Indian,800,2,Rs.,3.2,Average,CDD614,65,0,0,0
18377891,Goldenplates,"Gali 4, Main Road Hoshiarpur, Near Red Light, Sector 51, Noida",Sector 51,Noida,1,28.5822417,77.3664928,201301,1,"Sector 51, Noida",0,"North Indian, Mughlai, Chinese, Fast Food",600,2,Rs.,3.6,Good,9ACD32,33,0,0,0
307841,Flying Cakes,"Shop 37, Kanchanjunga Market, Near Shoprix Mall, Sector 53, Noida",Sector 53,Noida,1,28.5955703,77.362366,,1,"Sector 53, Noida",0,Bakery,350,1,Rs.,2.1,Poor,FF7800,56,1,0,0
302501,Kavita's Restaurant,"C Block Market, Nilgiri Shopping Complex, Sector 34, Noida",Sector 34,Noida,1,28.5835424,77.3636829,,1,"Sector 34, Noida",0,"North Indian, Mughlai, Chinese",550,2,Rs.,2.6,Average,FFBA00,37,1,0,0
310170,Mithaas Sweets,"Ground Floor, Ashirwad Complex, Sector 53, Noida",Sector 53,Noida,1,28.5955626,77.362305,,1,"Sector 53, Noida",0,"North Indian, Chinese, South Indian, Mithai",650,2,Rs.,3.1,Average,CDD614,39,1,0,0
312187,Angeethi Se,"Shop 105, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61",Noida,1,28.5971027,77.3648332,,1,"Supertech Shopprix Mall, Sector 61, Noida",0,"North Indian, Chinese",600,2,Rs.,3.2,Average,CDD614,35,1,0,0
313164,Sanskriti Foods,"Near Vrinda Garden, Hoshiarpur Village, Sector 51, Noida",Sector 51,Noida,1,28.5832481,77.3676591,,1,"Sector 51, Noida",0,"North Indian, Chinese",650,2,Rs.,3.1,Average,CDD614,29,1,0,0
9735,Chauhan Vatika,"24, B-12, Sector 34, Noida",Sector 34,Noida,1,28.5818244,77.36111,0,1,"Sector 34, Noida",0,"North Indian, Mughlai, Chinese",500,2,Rs.,2.8,Average,FFBA00,28,0,0,0
307145,Moti Mahal Delux Tandoori Trail,"Food Court, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61",Noida,1,28.5970621,77.364878,,1,"Supertech Shopprix Mall, Sector 61, Noida",0,"North Indian, Mughlai, Chinese",1000,3,Rs.,2.5,Average,FFBA00,28,1,0,1
18070483,Subway,"Shop 3, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61",Noida,1,28.5968979906,77.3649810255,,1,"Supertech Shopprix Mall, Sector 61, Noida",0,"American, Fast Food, Salad, Healthy Food",500,2,Rs.,2.3,Poor,FF7800,24,1,0,0
523,Barista,"Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61",Noida,1,28.5971027,77.3648332,0,1,"Supertech Shopprix Mall, Sector 61, Noida",0,Cafe,650,2,Rs.,2.5,Average,FFBA00,23,0,0,0
304934,Swaad,"3, Food Court, Supertech Shopprix Mall, Sector 61, Noida","Supertech Shopprix Mall, Sector 61",Noida,1,28.5970621,77.364878,,1,"Supertech Shopprix Mall, Sector 61, Noida",0,"North Indian, Chinese",600,2,Rs.,2.7,Average,FFBA00,15,1,0,0
303025,Mudrika Food Factory,"16-A, Block B-8-A, Amaltash Market, Sector 34, Noida",Sector 34,Noida,1,28.5838901,77.3573419,,1,"Sector 34, Noida",0,"North Indian, Mughlai, Chinese",550,2,Rs.,2.5,Average,FFBA00,20,0,0,0
18446433,Hakka Haus,"Level 2, Logix city Center Mall, Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,0.0,0.0,,1,"Logix City Centre, Sector 32, Noida, Noida",0,"Chinese, Thai",950,2,Rs.,3.2,Average,CDD614,6,0,0,0
18291227,DudeFood,"Village Gijhor, Near Mithas, Sharma Complex, Sector 53, Noida",Sector 53,Noida,1,28.5895874,77.3597643,,1,"Sector 53, Noida",0,North Indian,350,1,Rs.,0.0,Not rated,CBCBC8,2,0,0,0
18383490,Chicago Pizza,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,28.5743001,77.3535737,,1,"Logix City Centre, Sector 32, Noida, Noida",0,Pizza,600,2,Rs.,2.3,Poor,FF7800,8,1,0,0
18349905,Kebab Xpress,"3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,28.5743001,77.3535737,,1,"Logix City Centre, Sector 32, Noida, Noida",0,"North Indian, Mughlai",600,2,Rs.,2.9,Average,FFBA00,7,0,0,0
18440171,The Beer Cafe,"2nd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida",Sector 34,Noida,1,28.5743086,77.3536634,,1,"Sector 34, Noida",0,North Indian,1250,3,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
18383460,Pizza Hut,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,28.5743001,77.3535737,,1,"Logix City Centre, Sector 32, Noida, Noida",0,"Italian, Pizza, Fast Food",1000,3,Rs.,2.6,Average,FFBA00,7,0,0,0
18440164,Cha Cha Cha,"2nd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,28.5741982,77.3536862,,1,"Logix City Centre, Sector 32, Noida, Noida",0,"Beverages, Fast Food",300,1,Rs.,0.0,Not rated,CBCBC8,3,0,0,0
18383477,Time To Tea,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,28.5743086,77.3536634,,1,"Logix City Centre, Sector 32, Noida, Noida",0,"Tea, Fast Food",350,1,Rs.,2.8,Average,FFBA00,5,0,0,0
18440192,Frozen Stone,"Food Court, Logix City Centre, Sector 32, Near Sector 34, Noida",Sector 34,Noida,1,28.5743086,77.3536634,,1,"Sector 34, Noida",0,"Fast Food, Beverages",300,1,Rs.,3.1,Average,CDD614,4,0,0,0
18440424,Subway,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,28.5743576,77.3537083,,1,"Logix City Centre, Sector 32, Noida, Noida",0,"American, Fast Food, Salad, Healthy Food",500,2,Rs.,2.6,Average,FFBA00,5,1,0,0
18393700,Zaffran- Ikshita's Kitchen,"B-1/300, Aravalli Apartment, Sector 34, Noida",Sector 34,Noida,1,28.5840221,77.3577905,,1,"Sector 34, Noida",0,Kashmiri,300,1,Rs.,3.0,Average,CDD614,5,0,0,0
18382377,Chai Thela,"Lower Ground Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,28.5744067,77.3537531,,1,"Logix City Centre, Sector 32, Noida, Noida",0,"Tea, Fast Food",250,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18371430,The Gaming Vegas,"301, The Gaming Vegas, Logix City Center, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,28.5743001,77.3535737,,1,"Logix City Centre, Sector 32, Noida, Noida",0,Fast Food,400,1,Rs.,0.0,Not rated,CBCBC8,0,0,0,0
18383481,Juice Lounge,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,28.57419684,77.3536778614,,1,"Logix City Centre, Sector 32, Noida, Noida",0,"Juices, Fast Food",300,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18383484,Baskin Robbins,"Food Court, 3rd Floor, Logix City Centre, Sector 32, Near Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,28.5743086,77.3536634,,1,"Logix City Centre, Sector 32, Noida, Noida",0,Ice Cream,300,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18440406,Kings Kulfi,"Food Court, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,28.5743001,77.3535737,,1,"Logix City Centre, Sector 32, Noida, Noida",0,"Desserts, Ice Cream",300,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
18441551,Joost Juice Bar,"Lowe Ground Floor, Logix City Centre, Sector 32, Near, Sector 34, Noida","Logix City Centre, Sector 32, Noida",Noida,1,28.5743576,77.3537083,,1,"Logix City Centre, Sector 32, Noida, Noida",0,Beverages,300,1,Rs.,0.0,Not rated,CBCBC8,1,0,0,0
