id,name,switch_to_order_menu,average_cost_for_two,price_range,currency,aggregate_rating,votes,rating_id,services_id
18180073,Moon Bite,0,300,1,Rs.,3.1,177,975,360
215,Domino's Pizza,0,700,2,Rs.,2.8,102,975,351
3779,Subway,0,500,2,Rs.,2.5,163,975,360
308360,Shree Rathnam,0,800,2,Rs.,3.3,121,975,320
2509,Chawla's,0,800,2,Rs.,3.4,135,975,351
4725,Wah Ji Wah,0,500,2,Rs.,2.2,120,737,360
584,Nathu's Sweets,0,400,1,Rs.,2.1,121,737,360
308785,Rocking Woods,0,1200,3,Rs.,2.6,86,975,320
305386,Kebab Xpress,0,600,2,Rs.,2.4,117,737,360
3790,Bikanervala,0,500,2,Rs.,3.4,81,975,351
1547,Chutneez Restaurant Lounge & Bar,0,1200,3,Rs.,2.7,132,975,392
8979,Kutty's South Indian Cafe,0,250,1,Rs.,3.4,99,975,351
18254520,Mr. Brown,0,500,2,Rs.,3.7,50,243,360
18291232,Unique Pastry,0,250,1,Rs.,0.0,0,916,351
309473,Arora Snacks,0,350,1,Rs.,2.8,14,975,351
18291215,Kumar Pav Bhaji Corner,0,200,1,Rs.,3.2,12,975,351
18420420,Nainy Fast Food,0,300,1,Rs.,3.3,12,975,351
18249080,Simply Cakes,0,400,1,Rs.,3.2,10,975,351
18419896,Health Buzzz,0,350,1,Rs.,3.1,7,975,360
310440,Tandoori Junction,0,300,1,Rs.,2.4,10,737,360
18364535,The Dosa King,0,400,1,Rs.,2.9,4,975,351
18264964,Le Chef,0,400,1,Rs.,3.0,6,975,351
18225627,Pudding & Pie,0,450,1,Rs.,3.1,5,975,351
8502,Bansal Mithai Wale,0,100,1,Rs.,2.9,5,975,351
18419871,Scoopers 'n' Bakers,0,200,1,Rs.,0.0,0,916,351
18460925,The Square Meal,0,800,2,Rs.,0.0,1,916,392
18446390,New Bhappe Di Hatti,0,100,1,Rs.,0.0,0,916,351
18377897,Rupa Ice Cream Parlour,0,300,1,Rs.,0.0,1,916,351
18418276,Gulati's Takeaway,0,500,2,Rs.,0.0,0,916,351
18421471,Oven Fresh,0,300,1,Rs.,0.0,0,916,351
18445361,Veg Food Express,0,400,1,Rs.,0.0,0,916,351
18377901,Super Snacks,0,300,1,Rs.,0.0,0,916,351
18418262,Goyal Sweets,0,150,1,Rs.,0.0,0,916,351
9954,McDonald's,0,500,2,Rs.,3.5,39,243,360
313171,Nagpal's,0,200,1,Rs.,3.5,31,243,360
300780,Standard Ice Cream,0,100,1,Rs.,3.5,31,243,351
8628,Bikaner Kesarvala,0,150,1,Rs.,3.2,24,975,351
5446,Linx - Premier Inn,0,2000,4,Rs.,3.0,32,975,392
18400759,Spice Sea,0,600,2,Rs.,3.3,13,975,351
5260,Cafe Coffee Day,0,450,1,Rs.,3.0,29,975,351
301517,Ram Chinese Food,0,400,1,Rs.,3.1,23,975,351
4716,Baskin Robbins,0,300,1,Rs.,3.4,21,975,351
5293,Kings Kulfi,0,150,1,Rs.,3.3,14,975,351
6561,Mitthu Tikki Wala,0,300,1,Rs.,3.2,21,975,351
18222576,SFC,0,250,1,Rs.,2.8,11,975,351
18454520,Choc-oholic,0,300,1,Rs.,0.0,2,916,351
303128,Twenty Four Seven,0,300,1,Rs.,3.3,21,975,351
2053,Chinese Hut Fast Food,0,350,1,Rs.,3.0,13,975,351
304092,Arora's Veg. Corner,0,300,1,Rs.,3.4,18,975,351
5448,The 87 - Premier Inn,0,2200,4,Rs.,3.1,18,975,392
2055,Aggarwal Restaurant,0,350,1,Rs.,3.1,14,975,351
18288186,Giani,0,400,1,Rs.,3.3,13,975,351
18383610,Chhappan Bhog,0,200,1,Rs.,3.2,9,975,351
18265408,Giani,0,300,1,Rs.,3.0,5,975,351
311184,Ankur Family Restaurant,0,500,2,Rs.,2.8,7,975,351
18375390,Cafe Mom,0,100,1,Rs.,0.0,2,916,351
18423894,Goli Vada Pav No. 1,0,100,1,Rs.,0.0,3,916,351
18424584,South Street Cafe,0,200,1,Rs.,0.0,2,916,351
311248,Adi's Restaurant,0,300,1,Rs.,0.0,3,916,351
18371398,The Royal Prestige,0,100,1,Rs.,0.0,1,916,351
18390095,Foodiez,0,150,1,Rs.,0.0,2,916,351
18414502,Hyderabad's Delight,0,400,1,Rs.,0.0,1,916,351
18377895,Shree Krishna Restaurant,0,200,1,Rs.,0.0,1,916,351
18499026,Delicious Cake,0,300,1,Rs.,0.0,0,916,351
18424582,Meatwale.com,0,150,1,Rs.,0.0,0,916,351
18419649,Milko's,0,200,1,Rs.,0.0,2,916,351
18348614,Turning Point Fast Food,0,600,2,Rs.,0.0,1,916,351
18313109,Mom's Bake,0,200,1,Rs.,0.0,0,916,351
18478723,RV Restaurant,0,300,1,Rs.,0.0,0,916,351
313193,Punjabi Chaap Corner,0,400,1,Rs.,0.0,1,916,360
18457050,Puran Dhaba,0,200,1,Rs.,0.0,0,916,351
18395538,Matthi Wala,0,150,1,Rs.,0.0,0,916,351
18294257,Chilli Chinese,0,200,1,Rs.,0.0,0,916,351
18363089,Chill Out,0,200,1,Rs.,0.0,0,916,351
2399,Kohli Dhaba,0,600,2,Rs.,3.4,74,975,360
300501,Pul Bangash Wale,0,300,1,Rs.,3.7,89,243,351
310732,Muradabadi Shahi Biryani & Chicken Corner,0,450,1,Rs.,3.3,68,975,351
307006,Sunny Chicken Soup,0,200,1,Rs.,3.6,75,243,351
306891,Green Chick Chop,0,350,1,Rs.,3.3,60,975,351
18366009,9 Scoops,0,300,1,Rs.,3.6,33,243,351
18424895,Yo Momos,0,300,1,Rs.,3.7,29,243,360
1106,Deepak Vaishno Dhaba,0,350,1,Rs.,3.4,59,975,351
6052,Singz,0,600,2,Rs.,2.9,57,975,360
307002,Bombay Vada Pav,0,150,1,Rs.,2.8,41,975,351
18279090,Flirty Momo's,0,350,1,Rs.,3.1,37,975,360
301803,Papa Veg Chinese Food,0,400,1,Rs.,2.9,33,975,360
6959,Khalsa Veg Corner,0,300,1,Rs.,3.4,22,975,351
18415357,Kati Roll Cottage,0,200,1,Rs.,3.5,14,243,360
5965,Sona Bakers,0,200,1,Rs.,3.4,17,975,351
5400,Roti Aur Boti,0,100,1,Rs.,3.2,38,975,351
18245258,Grillz,0,500,2,Rs.,2.2,19,737,360
5420,Laxmi Ice Cream,0,200,1,Rs.,3.4,25,975,351
18282019,Kings Kulfi,0,150,1,Rs.,3.3,10,975,351
18292455,Moti Mahal Delux,0,800,2,Rs.,2.7,12,975,320
18261158,Bemisaal Reloaded,0,1250,3,Rs.,3.8,128,243,360
303247,Slice of Italy,0,700,2,Rs.,3.4,198,975,360
301335,The Bubble Tea Cafe,0,600,2,Rs.,3.0,182,975,360
18322665,Wah Ji Wah,0,450,1,Rs.,3.7,61,243,320
185,McDonald's,0,500,2,Rs.,3.6,179,243,360
3455,Subway,0,500,2,Rs.,2.1,152,737,360
4010,Bon Appétit,0,350,1,Rs.,3.8,212,243,360
355,New Kadimi,0,600,2,Rs.,2.5,162,975,360
309283,Burger Point,0,300,1,Rs.,3.6,164,243,351
300527,TBK Kulcha's,0,300,1,Rs.,3.6,155,243,360
18421049,Midnight Hunger Hub,0,800,2,Rs.,4.5,50,275,382
300430,Bake Bikaner,0,500,2,Rs.,3.3,86,975,360
4021,Tandoor Bar-Be-Que,0,600,2,Rs.,3.5,131,243,360
18352678,Wow! Momo,0,350,1,Rs.,2.9,77,975,360
18175283,Hira Sweets,0,600,2,Rs.,2.5,85,975,351
8365,Domino's Pizza,0,700,2,Rs.,3.4,88,975,351
18238968,The Night Delights,0,800,2,Rs.,3.4,102,975,382
2530,Dilli Darbar,0,1200,3,Rs.,2.3,118,737,392
18057812,Brunchilli,0,800,2,Rs.,3.2,84,975,360
357,Bemisaal,0,800,2,Rs.,3.4,122,975,320
18277003,QD's Restaurant,0,800,2,Rs.,4.1,137,932,360
18241509,Chaayos,0,400,1,Rs.,4.1,60,932,351
8801,Subway,0,500,2,Rs.,2.6,167,975,360
305479,Dunkin' Donuts,0,600,2,Rs.,3.5,107,243,351
306245,Above & Beyond,0,1200,3,Rs.,3.5,133,243,320
216,Domino's Pizza,0,700,2,Rs.,3.2,112,975,351
308111,Tikka Junction,0,750,2,Rs.,3.5,102,243,360
308555,Gedi Grill,0,700,2,Rs.,3.4,143,975,351
308242,Little Chef,0,600,2,Rs.,3.4,128,975,360
8373,KFC,0,500,2,Rs.,2.6,87,975,360
18294251,Paapi Paet,0,550,2,Rs.,3.6,68,243,360
7396,Domino's Pizza,0,700,2,Rs.,3.3,57,975,351
7066,Berco's,0,1100,3,Rs.,3.5,120,243,360
5663,Paramjeet Machi Wala,0,700,2,Rs.,3.6,99,243,351
476,Moti Mahal Delux,0,1200,3,Rs.,2.5,70,975,320
9053,C L Corner,0,100,1,Rs.,3.8,85,243,360
306168,Bawa Chicken,0,650,2,Rs.,3.5,98,243,351
302715,Basil Tree,0,1000,3,Rs.,2.4,96,737,320
300473,Karim's,0,700,2,Rs.,3.3,79,975,351
9050,Rain Tree Grill,0,1200,3,Rs.,3.2,74,975,320
1904,Tera Hotel,0,350,1,Rs.,3.5,149,243,351
7526,Standard Burfee,0,200,1,Rs.,3.8,100,243,351
1905,Raffles,0,800,2,Rs.,3.1,123,975,392
18277018,Spicy N Karara,0,650,2,Rs.,3.3,93,975,360
5560,The Spot,0,350,1,Rs.,3.5,109,243,351
1906,Sandoz,0,550,2,Rs.,3.4,114,975,351
306106,Boheme Cafe Bar,0,1100,3,Rs.,3.2,142,975,320
303704,New Angaar Hyderabadi,0,750,2,Rs.,3.1,134,975,320
300594,Shawarma King's,0,250,1,Rs.,3.7,136,243,360
306403,Subway,0,500,2,Rs.,3.6,118,243,351
309064,Southy,0,450,1,Rs.,3.1,90,975,360
309606,Chowringhee,0,600,2,Rs.,3.4,122,975,360
9016,Ravi Raj Di Kulfi,0,150,1,Rs.,3.6,99,243,351
18124379,Chinese King,0,450,1,Rs.,2.5,71,975,360
310758,Chopsuey,0,600,2,Rs.,3.2,71,975,360
312003,Sindhi Corner,0,200,1,Rs.,4.0,74,932,351
306643,Chowringhee,0,200,1,Rs.,3.7,120,243,360
2407,Sri Balaji,0,600,2,Rs.,3.5,88,243,351
306096,Amritsari Chaap Corner,0,200,1,Rs.,2.9,92,975,351
1931,Spicy by Nature,0,900,2,Rs.,2.7,84,975,392
18303704,Mr. Grill,0,600,2,Rs.,3.6,55,243,360
309998,Turtle Bay,0,1100,3,Rs.,3.4,74,975,392
8840,Subway,0,500,2,Rs.,2.6,69,975,360
3918,Wah Ji Wah,0,350,1,Rs.,2.1,54,737,351
306488,D'Casa,0,1100,3,Rs.,2.7,63,975,392
311448,Chocomore,0,500,2,Rs.,3.7,68,243,351
18228870,Wow! Momo,0,350,1,Rs.,3.2,41,975,351
307356,Chicago Pizza,0,800,2,Rs.,2.9,48,975,351
302142,Delhi 15,0,800,2,Rs.,2.7,45,975,320
8845,Giani's,0,400,1,Rs.,3.5,33,243,351
310253,Indian Bites,0,550,2,Rs.,2.7,41,975,360
18454460,Burger Singh,0,500,2,Rs.,3.3,19,975,360
18070503,Bikano's Chat Cafe,0,500,2,Rs.,2.7,31,975,351
18430600,Bangla Sweets,0,450,1,Rs.,3.3,13,975,360
303635,Chinese Dragon,0,550,2,Rs.,2.6,49,975,351
9552,Madan's Kabab Centre,0,600,2,Rs.,3.2,31,975,351
308784,Yo! China,0,800,2,Rs.,2.4,39,737,360
308156,Midnight Fries,0,550,2,Rs.,2.7,46,975,382
18378056,Firangi Island,0,1200,3,Rs.,3.5,21,243,392
18337965,BTW,0,400,1,Rs.,3.2,19,975,351
18445784,Nirvana The Divine Kitchen,0,700,2,Rs.,0.0,0,916,351
18445793,Delhi 6 Cafe,0,300,1,Rs.,0.0,0,916,351
18458348,Lala Ji Sweets,0,300,1,Rs.,0.0,0,916,351
18378861,Preechen,0,400,1,Rs.,0.0,0,916,351
18449646,MK's Chinese Food,0,250,1,Rs.,0.0,0,916,351
18357561,Bigbee,0,100,1,Rs.,0.0,0,916,351
9561,Barbeque Nation,0,1600,3,Rs.,4.1,937,932,351
2965,Billu's Hut,0,350,1,Rs.,3.9,813,243,351
18204820,Themis Barbecue House,0,1400,3,Rs.,3.8,457,243,392
307620,Eleven Course,0,1650,3,Rs.,4.0,537,932,351
312223,Burger King,0,500,2,Rs.,3.6,426,243,360
309542,Sura Vie,0,1400,3,Rs.,3.4,391,975,320
305086,Golden Tandoor,0,700,2,Rs.,3.2,41,975,351
978,Bal Gopal,0,500,2,Rs.,3.4,49,975,360
2364,Raju Chinese Food,0,400,1,Rs.,3.2,49,975,351
969,The Tandoor,0,750,2,Rs.,2.6,45,975,320
18438452,SardarBuksh Coffee & Co.,0,250,1,Rs.,3.6,23,243,351
974,Paramjeet Machi Wala,0,750,2,Rs.,3.4,53,975,360
305694,Punnu Biryani,0,600,2,Rs.,2.6,41,975,360
4163,Polka Pastry & Snack Bar,0,350,1,Rs.,3.4,33,975,360
18241878,Bablu Chic-Inn,0,750,2,Rs.,2.6,25,975,360
301820,Spicy Tadka,0,600,2,Rs.,3.5,24,243,360
301817,Ramji Di Hatti & Caterers,0,350,1,Rs.,3.5,25,243,351
18363209,Cafe TAB,0,500,2,Rs.,3.0,17,975,360
18472638,Food & Travel Cafe,0,400,1,Rs.,3.2,10,975,351
18323144,Malabar Catering House,0,400,1,Rs.,3.2,13,975,351
18365385,Flirty Momo's,0,350,1,Rs.,2.4,26,737,351
18461723,Bintang Sweet Thrills,0,200,1,Rs.,3.5,21,243,351
8649,Chawla Restaurant,0,600,2,Rs.,3.1,25,975,360
309435,Chawlas 2,0,800,2,Rs.,3.0,27,975,392
308791,Chaap Point,0,250,1,Rs.,3.2,23,975,351
18255603,Scoop Junction,0,200,1,Rs.,3.3,14,975,351
18228874,Bats On Delivery,0,700,2,Rs.,3.1,17,975,351
308880,Mughlaai Daawat,0,550,2,Rs.,2.9,8,975,351
310162,Sai Rasoi,0,500,2,Rs.,3.1,9,975,351
305861,King's,0,150,1,Rs.,3.2,7,975,351
18382113,Pindiwala,0,500,2,Rs.,3.0,4,975,351
312916,CL Snacks,0,150,1,Rs.,3.1,7,975,351
18249097,Midnight Adda,0,600,2,Rs.,3.0,6,975,351
303589,Snaxpress Tastes & Cakes,0,200,1,Rs.,2.9,5,975,351
313006,Kapoor's Sanjha Chulha,0,500,2,Rs.,3.0,5,975,351
304586,Evergreen Punjabi Swad,0,200,1,Rs.,0.0,2,916,351
312213,Naughty 9 Kitchen & Bar,0,600,2,Rs.,0.0,3,916,351
18471517,Taaj Kitchen,0,700,2,Rs.,0.0,1,916,392
18238245,Malhotra's Zayeeka,0,500,2,Rs.,0.0,1,916,351
18451166,Magic Mo:Mo Corner,0,250,1,Rs.,0.0,0,916,351
304573,Chinese Corner,0,350,1,Rs.,0.0,0,916,351
18236975,Syall Kotian Da Dhaba,0,500,2,Rs.,0.0,0,916,351
18391689,Chap Corner,0,250,1,Rs.,0.0,0,916,351
18449629,Giani,0,400,1,Rs.,0.0,0,916,351
18451158,Hungerz Hub,0,250,1,Rs.,0.0,0,916,351
18342574,Apni Rasoi,0,500,2,Rs.,0.0,0,916,351
9251,Bobby Di Punjabi Rasoi,0,150,1,Rs.,2.9,4,975,351
311394,Cheffron Bakery,0,250,1,Rs.,0.0,2,916,351
313349,Chili's Treat,0,400,1,Rs.,0.0,3,916,351
18352288,Mittal Restaurant & Fast Food,0,400,1,Rs.,0.0,0,916,351
303500,Lamba Sweets Corner,0,100,1,Rs.,0.0,2,916,351
18270343,Sky Hawk,0,600,2,Rs.,0.0,1,916,351
18363067,Yadav Sweets,0,200,1,Rs.,0.0,1,916,351
9262,Chinese Temptation,0,300,1,Rs.,0.0,2,916,351
310357,Food Point and Sweets Corner,0,250,1,Rs.,0.0,2,916,351
304393,Punjabi Special,0,250,1,Rs.,0.0,2,916,351
9635,Mittal Caterer,0,200,1,Rs.,0.0,2,916,351
18432206,Captain Food Factory,0,500,2,Rs.,0.0,1,916,351
18349914,NBC Nirankari Bakers,0,200,1,Rs.,0.0,1,916,351
9269,Taj Mahal Dhaba,0,400,1,Rs.,0.0,2,916,351
5483,Raj Rasoi,0,150,1,Rs.,0.0,2,916,351
18371416,Bake Town,0,200,1,Rs.,0.0,0,916,351
18371421,Yummy Chinese Food,0,150,1,Rs.,0.0,1,916,351
312620,Brown Town Bakers,0,150,1,Rs.,0.0,1,916,351
8957,Mithla Dhabha,0,200,1,Rs.,0.0,1,916,351
303537,Sat Narayan Fast Food,0,150,1,Rs.,0.0,1,916,351
304803,Annapurna Sweets Palace,0,100,1,Rs.,0.0,1,916,351
9194,Do Bhai Paneer Wale And Sweets,0,100,1,Rs.,0.0,0,916,351
9181,Bhardwaj Bakery,0,100,1,Rs.,0.0,0,916,351
18017240,The Food Express,0,200,1,Rs.,0.0,1,916,351
304769,Anand Sweets,0,100,1,Rs.,0.0,1,916,351
304809,Aggarwal Sweets Corner,0,100,1,Rs.,0.0,0,916,351
18261708,JMD Family Restaurant,0,400,1,Rs.,0.0,0,916,351
9176,Krishna Panjabi Rasoi,0,100,1,Rs.,0.0,1,916,351
305699,Dilkhush Dhaba,0,100,1,Rs.,0.0,0,916,351
7484,Super Star Restaurant,0,150,1,Rs.,0.0,1,916,351
18233572,Lazeez Zaika,0,250,1,Rs.,0.0,1,916,351
18261719,Sethi's Express,0,350,1,Rs.,0.0,0,916,351
18378051,Spicy Curry,0,350,1,Rs.,0.0,0,916,351
304831,Khana Khazana,0,200,1,Rs.,0.0,0,916,351
9226,Deep Bakery And Cake,0,100,1,Rs.,0.0,0,916,351
304782,Ramesh Caterers & Dhaba,0,150,1,Rs.,0.0,0,916,351
18464634,Swagi Food Corner,0,250,1,Rs.,0.0,0,916,351
18322599,Daily Belly,0,350,1,Rs.,0.0,0,916,351
18464647,Taoji Ke Amratsari Naan,0,200,1,Rs.,0.0,0,916,351
304753,Baketown By Gagan Bakers,0,200,1,Rs.,0.0,0,916,351
311385,Sandoz,0,600,2,Rs.,2.6,32,975,360
7416,Palji Corner,0,150,1,Rs.,3.3,30,975,351
18358184,Aurangzeb Rd,0,500,2,Rs.,3.4,23,975,382
9280,Sweetheart Cupcakes,0,150,1,Rs.,3.1,21,975,351
18441658,Kanshi Ram Chole Kulche Wala,0,150,1,Rs.,3.4,13,975,351
18312652,Desi Street,0,350,1,Rs.,3.1,13,975,351
308037,Green Chick Chop,0,350,1,Rs.,3.2,16,975,351
641,Cafe Coffee Day,0,450,1,Rs.,2.6,23,975,351
307099,Chocowell,0,150,1,Rs.,3.2,15,975,351
7419,Satkar Fast Food,0,200,1,Rs.,2.8,20,975,351
18288199,Picasso Roof Top,0,1100,3,Rs.,3.1,15,975,392
18435837,Hot House Grill,0,300,1,Rs.,3.2,10,975,360
18241874,The Earthen Grill,0,350,1,Rs.,3.2,14,975,351
303250,Twenty Four Seven,0,300,1,Rs.,2.8,14,975,351
301927,Paratha Hi Paratha,0,100,1,Rs.,3.1,10,975,351
301931,RK Dosa,0,150,1,Rs.,2.8,12,975,351
558,Kents Fast Food,0,900,2,Rs.,2.8,12,975,351
300485,Paharia Meat & Chicken Shop,0,250,1,Rs.,2.8,12,975,351
18312575,Choice,0,500,2,Rs.,3.0,4,975,351
310666,Enigma Lounge,0,750,2,Rs.,2.8,8,975,351
18464625,China Kitchen,0,350,1,Rs.,0.0,0,916,351
18435330,Chowringhee,0,250,1,Rs.,0.0,0,916,351
18435322,Red Rose Restaurant,0,450,1,Rs.,0.0,0,916,351
18014151,Shri Bikaner Sweets & Restaurant,0,500,2,Rs.,0.0,0,916,351
18464648,Kith N Kin Cafeteria,0,300,1,Rs.,0.0,0,916,351
18435326,D-Food,0,500,2,Rs.,0.0,0,916,351
18375378,Welcome Family Restaurant,0,400,1,Rs.,0.0,0,916,351
18464629,Lazeez Rasoi,0,300,1,Rs.,0.0,0,916,351
7291,Puri Bakers,0,300,1,Rs.,3.6,108,243,360
213,Domino's Pizza,0,700,2,Rs.,3.2,111,975,351
312425,Oasis Baklawa,0,400,1,Rs.,3.5,76,243,360
310281,Haldiram's,0,500,2,Rs.,3.1,117,975,351
9956,McDonald's,0,500,2,Rs.,3.3,94,975,360
311379,Ganesh Restaurant,0,550,2,Rs.,3.8,105,243,360
9670,Shree Rathnam,0,800,2,Rs.,3.2,95,975,320
300323,Quality Cake Shop,0,350,1,Rs.,3.2,92,975,360
300335,Friends Shawarma,0,350,1,Rs.,3.5,107,243,351
309307,Nirmal Vada Pav,0,200,1,Rs.,3.5,75,243,360
9853,Pizza Break,0,800,2,Rs.,3.4,75,975,360
2366,Rahul's Rasoi,0,600,2,Rs.,2.5,78,975,360
18163915,Wonder Taste of Spices,0,600,2,Rs.,3.6,75,243,360
309836,Chocooze,0,300,1,Rs.,3.2,9,975,351
7330,New Durga Dosa Corner,0,300,1,Rs.,3.0,43,975,360
311957,Sunil Momos.Com,0,200,1,Rs.,3.4,65,975,360
308929,Pizza Hut Delivery,0,800,2,Rs.,3.1,58,975,360
18233583,Biryaniwala,0,300,1,Rs.,2.1,68,737,360
7488,Green Chick Chop,0,350,1,Rs.,3.3,51,975,360
306636,Deli 63,0,300,1,Rs.,3.6,52,243,360
305674,Indi-QUE,0,1400,3,Rs.,3.3,46,975,392
18034042,Wrapss,0,350,1,Rs.,3.1,50,975,360
511,Barista,0,650,2,Rs.,3.2,44,975,351
303124,Twenty Four Seven,0,300,1,Rs.,3.0,23,975,351
308107,Punjabi Chaap Corner,0,300,1,Rs.,3.5,53,243,360
3980,Sat Guru Dhaba,0,350,1,Rs.,2.6,43,975,351
304176,Bake Club,0,250,1,Rs.,3.2,44,975,351
309013,Caboose X Cafe & Lounge,0,700,2,Rs.,3.2,39,975,351
307506,Green Chick Chop,0,350,1,Rs.,3.3,31,975,351
5262,Cafe Coffee Day,0,450,1,Rs.,2.9,38,975,351
306978,Cocoberry,0,300,1,Rs.,3.3,28,975,360
18237962,VC's Food Paradise,0,500,2,Rs.,3.5,26,243,351
3979,Empire The Meat Shop,0,400,1,Rs.,3.3,31,975,351
18268708,Bite & More,0,350,1,Rs.,3.3,24,975,360
312183,Sharazz,0,700,2,Rs.,3.2,32,975,351
7377,Forty 3 East,0,1100,3,Rs.,3.2,38,975,392
18265722,Blue Water Grille Express,0,700,2,Rs.,2.6,27,975,360
311945,Spice Box,0,250,1,Rs.,3.4,21,975,360
8727,Pick Fresh Fish,0,400,1,Rs.,3.2,17,975,351
18475269,The Taste of India,0,400,1,Rs.,3.2,12,975,351
306809,Shutup 'N' Eat,0,500,2,Rs.,3.2,158,975,360
305398,Sagar Ratna,0,600,2,Rs.,2.3,131,737,360
18222572,Puri Bakers,0,300,1,Rs.,3.9,72,243,360
5392,Punjabi Zaika,0,400,1,Rs.,3.3,110,975,351
18350101,The Taste of Delhi,0,500,2,Rs.,3.3,128,975,360
3967,Bobby Punjabi Rasoi,0,650,2,Rs.,2.6,113,975,360
18265676,I Food You,0,600,2,Rs.,3.9,92,243,360
6449,Tilak Munjal-R Panchkuian Samose Wale,0,100,1,Rs.,3.5,98,243,360
3080,Kay's Chicken Corner,0,700,2,Rs.,3.6,103,243,351
18017253,Baker's Stop,0,350,1,Rs.,3.7,71,243,351
214,Domino's Pizza,0,700,2,Rs.,3.2,73,975,351
307276,The Cake Bucks,0,300,1,Rs.,3.3,85,975,360
300872,Bansal Sweets,0,100,1,Rs.,3.9,91,243,351
18398592,Hamburg To Hyderabad,0,300,1,Rs.,3.9,63,243,360
6451,Dosa Corner,0,300,1,Rs.,3.6,93,243,351
18476960,Greenvich,0,350,1,Rs.,3.6,40,243,351
2958,Chawla's Tandoori Xpress,0,600,2,Rs.,2.5,75,975,351
18306511,Deli Cake Cafe,0,250,1,Rs.,3.4,33,975,360
6454,Green Chick Chop,0,350,1,Rs.,3.6,68,243,351
313173,Lanche,0,600,2,Rs.,3.7,105,243,351
18153553,Mafia 2.0,0,1300,3,Rs.,3.4,198,975,320
18082238,The Submarine Lounge,0,1800,3,Rs.,3.4,148,975,320
18420452,Food Scouts,0,700,2,Rs.,4.6,61,275,360
1054,Alkakori,0,850,2,Rs.,3.6,198,243,360
3516,Blue Water Grille,0,700,2,Rs.,3.5,180,243,360
18358681,Drinks At Stake - Bar Exchange,0,1200,3,Rs.,3.8,96,243,392
176,McDonald's,0,500,2,Rs.,3.7,141,243,360
307911,Bake Me A Cake,0,750,2,Rs.,4.0,147,932,351
18198459,World Art Dining - Brew House,0,1900,3,Rs.,3.8,121,243,392
495,Bikanervala,0,550,2,Rs.,3.2,129,975,360
18224547,Yo! China,0,1200,3,Rs.,3.6,127,243,320
301657,Shree Rathnam,0,800,2,Rs.,3.4,111,975,320
18287876,Bakerz Lodge,0,250,1,Rs.,4.1,99,932,360
1992,Mughal Darbar,0,650,2,Rs.,3.5,150,243,360
311836,The Midnight Heroes,0,950,2,Rs.,3.6,203,243,382
309383,Allterian By Chanson,0,1300,3,Rs.,3.4,140,975,392
311421,Lucky's Bakery and Patisserie,0,400,1,Rs.,3.9,89,243,360
18232108,Döner Grill,0,900,2,Rs.,3.9,75,243,360
18228867,IKKA - The Ace Bar,0,1200,3,Rs.,3.6,751,243,392
18163908,Boombox Cafe Reloaded,0,1100,3,Rs.,3.9,605,243,392
18445790,Kopper Kadai,0,1400,3,Rs.,4.8,83,275,351
310395,The Post Office Cafe,0,1600,3,Rs.,3.6,742,243,320
3083,Wok In The Clouds,0,1500,3,Rs.,3.7,699,243,360
966,Dhaba,0,1100,3,Rs.,3.7,662,243,351
837,Pind Balluchi,0,800,2,Rs.,3.6,622,243,392
6195,The Royal Turban,0,1300,3,Rs.,3.8,608,243,320
313368,Naturals Ice Cream,0,150,1,Rs.,4.7,474,275,360
7061,"Game of Legends - Sports Bar, Grill, & Lounge",0,1450,3,Rs.,3.5,609,243,392
3089,Etal The Lounge Bar,0,2000,4,Rs.,3.2,455,975,392
497,Bikanervala,0,550,2,Rs.,3.8,334,243,351
18294265,Lord of the Drinks Chamber,0,2200,4,Rs.,3.9,404,243,392
310768,High Street Café,0,1250,3,Rs.,3.8,374,243,320
18415387,Showstopper,0,1000,3,Rs.,4.1,163,932,392
18254514,The Drunk House,0,1300,3,Rs.,4.2,289,932,351
304233,Desee Dakshin Coastal Cafe,0,1350,3,Rs.,4.0,345,932,320
5878,Atul Chaat Corner,0,100,1,Rs.,3.8,413,243,351
312482,Capital Grill,0,1650,3,Rs.,3.8,316,243,320
18241862,The Junkyard Café,0,1400,3,Rs.,3.8,305,243,392
18368023,Guru Om Vanna,0,400,1,Rs.,0.0,0,916,351
18479012,New Chow Maun,0,500,2,Rs.,0.0,0,916,351
18438896,Khaao Peeyo,0,500,2,Rs.,0.0,0,916,351
18479008,Oye!! Shawarma,0,500,2,Rs.,0.0,0,916,351
18446504,The Feast House,0,1050,3,Rs.,4.3,142,932,392
8933,Art of Spices,0,500,2,Rs.,4.0,841,932,351
310912,The Flashback,0,700,2,Rs.,3.7,617,243,360
1301,Suruchi,0,700,2,Rs.,3.8,603,243,360
7428,Dukes Pastry Shop,0,300,1,Rs.,4.2,474,932,360
410,Naivedyam,0,500,2,Rs.,3.6,359,243,360
1926,Punjab Sweet Corner,0,350,1,Rs.,3.3,236,975,351
305758,Glenz Cafe N Bakers,0,700,2,Rs.,3.8,230,243,360
2635,Tsui Wong,0,800,2,Rs.,3.8,145,243,320
18332869,London Street Kitchen,0,600,2,Rs.,4.2,163,932,320
18237341,Dilli Treat,0,500,2,Rs.,4.2,251,932,360
1618,Shudh,0,600,2,Rs.,3.1,247,975,360
303575,Dunkin' Donuts,0,600,2,Rs.,3.6,177,243,360
4885,Rice Bowl,0,1100,3,Rs.,3.7,241,243,320
