ID,Name,URL,Cuisines,Average_Price_for_Two,Price_Range,Currency,Switch_to_order_menu
2786,Punjab Grill,https://www.zomato.com/ncr/punjab-grill-saket-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Mughlai",1950,3,Rs.,0
306503,Big Yellow Door,https://www.zomato.com/ncr/big-yellow-door-satyaniketan-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cafe, Fast Food, Italian",600,2,Rs.,0
306476,AMPM Café & Bar,https://www.zomato.com/ncr/ampm-café-bar-rajouri-garden-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Continental, Italian, American",1400,3,Rs.,0
308016,Sutra Gastropub,https://www.zomato.com/ncr/sutra-gastropub-dlf-cyber-city-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Mediterranean, European, American, North Indian",2300,4,Rs.,0
2787,Punjab Grill,https://www.zomato.com/ncr/punjab-grill-ambience-mall-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Mughlai",2000,4,Rs.,0
2004,Indian Accent - The Manor,https://www.zomato.com/ncr/indian-accent-the-manor-friends-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Modern Indian,4000,4,Rs.,0
18306523,Café MRP,https://www.zomato.com/ncr/café-mrp-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Chinese, Italian, Mediterranean",800,2,Rs.,0
309790,The Vault Cafe,https://www.zomato.com/vaultcafecp?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Mediterranean, Asian, Continental",1600,3,Rs.,0
310592,The Vintage Avenue,https://www.zomato.com/ncr/the-vintage-avenue-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Chinese, Continental, Italian",800,2,Rs.,0
3431,Zambar,https://www.zomato.com/ncr/zambar-ambience-mall-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"South Indian, Seafood, Kerala",1400,3,Rs.,0
304299,The Flying Saucer Cafe,https://www.zomato.com/ncr/the-flying-saucer-cafe-nehru-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Italian, Mediterranean, Continental, North Indian",1600,3,Rs.,0
301605,Warehouse Cafe,https://www.zomato.com/ncr/warehouse-cafe-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"American, Continental, Italian, North Indian, Asian",1500,3,Rs.,0
4249,Wenger's,https://www.zomato.com/ncr/wengers-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Bakery, Fast Food, Desserts",400,1,Rs.,0
18272355,Pirates of Grill,https://www.zomato.com/ncr/pirates-of-grill-sector-18-noida?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Continental, Mughlai, Asian",1800,3,Rs.,0
304746,The California Boulevard,https://www.zomato.com/ncr/the-california-boulevard-rajouri-garden-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"American, Asian, European, Seafood",2000,4,Rs.,0
18258484,Phonebooth Café,https://www.zomato.com/ncr/phonebooth-café-vijay-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Continental, Chinese, Italian",800,2,Rs.,0
309788,SodaBottleOpenerWala,https://www.zomato.com/ncr/sodabottleopenerwala-khan-market-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Parsi, Iranian",1300,3,Rs.,0
18124357,Garam Dharam,https://www.zomato.com/ncr/garam-dharam-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,North Indian,1300,3,Rs.,0
1777,Rajinder Da Dhaba,https://www.zomato.com/ncr/rajinder-da-dhaba-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Mughlai, Chinese",800,2,Rs.,0
303723,Cafe Red,https://www.zomato.com/ncr/cafe-red-shahpur-jat-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Cafe,1100,3,Rs.,0
18291469,Puppychino,https://www.zomato.com/ncr/puppychino-shahpur-jat-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cafe, Continental, Italian",1000,3,Rs.,0
2867,RP's Restaurant,https://www.zomato.com/ncr/rps-restaurant-malviya-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Mughlai, North Indian, Chinese",700,2,Rs.,0
773,Slice of Italy,https://www.zomato.com/ncr/slice-of-italy-shahpur-jat-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Italian, Pizza, Bakery",700,2,Rs.,0
311161,Litti.In,https://www.zomato.com/ncr/litti-in-malviya-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Bihari,300,1,Rs.,0
310848,Beliram Degchiwala,https://www.zomato.com/ncr/beliram-degchiwala-malviya-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Mughlai, Chinese",900,2,Rs.,0
305871,Speedy Chow,https://www.zomato.com/ncr/speedy-chow-malviya-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Chinese, Thai",850,2,Rs.,0
209,Domino's Pizza,https://www.zomato.com/ncr/dominos-pizza-malviya-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Pizza, Fast Food",700,2,Rs.,0
18282047,Arriba - Mexican Grill & Tequileria,https://www.zomato.com/ncr/arriba-mexican-grill-tequileria-khel-gaon-marg-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Mexican,2500,4,Rs.,0
6200,Essex Village Garden,https://www.zomato.com/ncr/essex-village-garden-hauz-khas-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Chinese, Continental, Seafood",1500,3,Rs.,0
311483,Le ROFL,https://www.zomato.com/ncr/le-rofl-shahpur-jat-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cafe, Continental, Chinese, Italian",1200,3,Rs.,0
310312,Paapi Paet,https://www.zomato.com/ncr/paapi-paet-malviya-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Fast Food, Beverages",550,2,Rs.,0
18180080,Greenr Cafe,https://www.zomato.com/ncr/greenr-cafe-shahpur-jat-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Cafe,1100,3,Rs.,0
1406,Mehfil Dhaba,https://www.zomato.com/ncr/mehfil-dhaba-malviya-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Fast Food, North Indian",300,1,Rs.,0
18421026,Hearken Café,https://www.zomato.com/ncr/hearken-café-shahpur-jat-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Cafe,900,2,Rs.,0
2863,Divya's Rimpy Restaurant,https://www.zomato.com/ncr/divyas-rimpy-restaurant-malviya-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Chinese, Mughlai",800,2,Rs.,0
18322609,Remember Me Café,https://www.zomato.com/ncr/remember-me-café-shahpur-jat-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cafe, Continental, Italian, Mexican",1000,3,Rs.,0
9751,Pudding & Pie,https://www.zomato.com/ncr/pudding-pie-malviya-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Bakery, Fast Food",450,1,Rs.,0
18272370,Vero Gusto,https://www.zomato.com/ncr/vero-gusto-malviya-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cafe, Fast Food, Healthy Food",250,1,Rs.,0
1037,Cafe Rendezvous,https://www.zomato.com/ncr/cafe-rendezvous-malviya-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Mexican, Italian, North Indian, Continental, Asian",1550,3,Rs.,0
1819,The All American Diner,https://www.zomato.com/ncr/the-all-american-diner-lodhi-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"American, Fast Food",1000,3,Rs.,0
2786,Punjab Grill,https://www.zomato.com/ncr/punjab-grill-saket-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Mughlai",1950,3,Rs.,0
306503,Big Yellow Door,https://www.zomato.com/ncr/big-yellow-door-satyaniketan-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cafe, Fast Food, Italian",600,2,Rs.,0
306476,AMPM Café & Bar,https://www.zomato.com/ncr/ampm-café-bar-rajouri-garden-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Continental, Italian, American",1400,3,Rs.,0
308016,Sutra Gastropub,https://www.zomato.com/ncr/sutra-gastropub-dlf-cyber-city-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Mediterranean, European, American, North Indian",2300,4,Rs.,0
2787,Punjab Grill,https://www.zomato.com/ncr/punjab-grill-ambience-mall-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Mughlai",2000,4,Rs.,0
2004,Indian Accent - The Manor,https://www.zomato.com/ncr/indian-accent-the-manor-friends-colony-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Modern Indian,4000,4,Rs.,0
18306523,Café MRP,https://www.zomato.com/ncr/café-mrp-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Chinese, Italian, Mediterranean",800,2,Rs.,0
309790,The Vault Cafe,https://www.zomato.com/vaultcafecp?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Mediterranean, Asian, Continental",1600,3,Rs.,0
310592,The Vintage Avenue,https://www.zomato.com/ncr/the-vintage-avenue-gtb-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Chinese, Continental, Italian",800,2,Rs.,0
3431,Zambar,https://www.zomato.com/ncr/zambar-ambience-mall-gurgaon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"South Indian, Seafood, Kerala",1400,3,Rs.,0
304299,The Flying Saucer Cafe,https://www.zomato.com/ncr/the-flying-saucer-cafe-nehru-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Italian, Mediterranean, Continental, North Indian",1600,3,Rs.,0
301605,Warehouse Cafe,https://www.zomato.com/ncr/warehouse-cafe-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"American, Continental, Italian, North Indian, Asian",1500,3,Rs.,0
4249,Wenger's,https://www.zomato.com/ncr/wengers-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Bakery, Fast Food, Desserts",400,1,Rs.,0
18272355,Pirates of Grill,https://www.zomato.com/ncr/pirates-of-grill-sector-18-noida?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Continental, Mughlai, Asian",1800,3,Rs.,0
304746,The California Boulevard,https://www.zomato.com/ncr/the-california-boulevard-rajouri-garden-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"American, Asian, European, Seafood",2000,4,Rs.,0
18258484,Phonebooth Café,https://www.zomato.com/ncr/phonebooth-café-vijay-nagar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Continental, Chinese, Italian",800,2,Rs.,0
309788,SodaBottleOpenerWala,https://www.zomato.com/ncr/sodabottleopenerwala-khan-market-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Parsi, Iranian",1300,3,Rs.,0
18124357,Garam Dharam,https://www.zomato.com/ncr/garam-dharam-connaught-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,North Indian,1300,3,Rs.,0
1777,Rajinder Da Dhaba,https://www.zomato.com/ncr/rajinder-da-dhaba-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Mughlai, Chinese",800,2,Rs.,0
18421038,Cafe Coffee Day,https://www.zomato.com/ncr/cafe-coffee-day-qutab-institutional-area-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Cafe,450,1,Rs.,0
7809,Welcome Fast Food & Parantha,https://www.zomato.com/ncr/welcome-fast-food-parantha-qutab-institutional-area-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Chinese, Fast Food",100,1,Rs.,0
18398593,Hungry Folks,https://www.zomato.com/ncr/hungry-folks-qutab-institutional-area-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Chinese",500,2,Rs.,0
310958,Rustom's Parsi Bhonu,https://www.zomato.com/ncr/rustoms-parsi-bhonu-adchini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Parsi,1500,3,Rs.,0
301130,Secular House Canteen,https://www.zomato.com/ncr/mezbaan-restaurant-jnu-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Mughlai, Chinese",600,2,Rs.,0
582,Govardhan,https://www.zomato.com/ncr/govardhan-adchini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"South Indian, North Indian, Chinese",500,2,Rs.,0
18433900,Chateau,https://www.zomato.com/ncr/chateau-adchini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Mediterranean, Italian",1600,3,Rs.,0
3554,Southy,https://www.zomato.com/ncr/southy-adchini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,South Indian,450,1,Rs.,0
304243,Say Cheese,https://www.zomato.com/ncr/say-cheese-adchini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Fast Food,400,1,Rs.,0
313333,Days of the Raj,https://www.zomato.com/ncr/days-of-the-raj-adchini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Seafood, Continental",1500,3,Rs.,0
2853,Delhi Darbar,https://www.zomato.com/ncr/delhi-darbar-adchini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Chinese, North Indian",500,2,Rs.,0
18369872,Monosoz,https://www.zomato.com/ncr/monosoz-adchini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Pizza,300,1,Rs.,0
18216944,Burger.in,https://www.zomato.com/ncr/burger-in-adchini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Fast Food,350,1,Rs.,0
7807,Kerala Cafe,https://www.zomato.com/ncr/kerala-cafe-jnu-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, South Indian",150,1,Rs.,0
18175324,The Viraj Food Zone,https://www.zomato.com/ncr/the-viraj-food-zone-jnu-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Chinese",500,2,Rs.,0
18391147,RollsKing,https://www.zomato.com/ncr/rollsking-jnu-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Fast Food,300,1,Rs.,0
306034,"34, Chowringhee Lane",https://www.zomato.com/ncr/34-chowringhee-lane-jnu-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Fast Food,300,1,Rs.,0
18384127,Dilli Ka Dhaba,https://www.zomato.com/ncr/dilli-ka-dhaba-adchini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"South Indian, North Indian",500,2,Rs.,0
1505,Shree Ram Sweet Centre,https://www.zomato.com/ncr/shree-ram-sweet-centre-jnu-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Mithai, Street Food",150,1,Rs.,0
18414465,Mezbaan Grills,https://www.zomato.com/ncr/mezbaan-grills-adchini-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Mughlai,400,1,Rs.,0
18486845,Kaka Da Dhaba,https://www.zomato.com/ncr/kaka-da-dhaba-r-k-puram-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,North Indian,100,1,Rs.,0
18486857,Vaishanavi Food Store,https://www.zomato.com/ncr/vaishanavi-food-store-r-k-puram-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Fast Food",150,1,Rs.,0
18489530,Pakeeza Chicken Corner,https://www.zomato.com/ncr/pakeeza-chicken-corner-r-k-puram-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,North Indian,200,1,Rs.,0
18486867,Alam Biryani,https://www.zomato.com/ncr/alam-biryani-r-k-puram-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Biryani,100,1,Rs.,0
18352268,Little Delhi,https://www.zomato.com/ncr/little-delhi-r-k-puram-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,North Indian,500,2,Rs.,0
18352180,Ok Indian & Chinese Food Corner,https://www.zomato.com/ncr/ok-indian-chinese-food-corner-r-k-puram-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,North Indian,200,1,Rs.,0
3379,La Piazza - Hyatt Regency,https://www.zomato.com/ncr/la-piazza-hyatt-regency-bhikaji-cama-place-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Italian,4500,4,Rs.,0
3378,China Kitchen - Hyatt Regency,https://www.zomato.com/ncr/china-kitchen-hyatt-regency-bhikaji-cama-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Chinese,4500,4,Rs.,0
775,Slice of Italy,https://www.zomato.com/ncr/slice-of-italy-vasant-vihar-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Italian, Pizza, Bakery",700,2,Rs.,0
4357,Cafe - Hyatt Regency,https://www.zomato.com/ncr/cafe-hyatt-regency-bhikaji-cama-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cafe, Continental, North Indian",3500,4,Rs.,0
4356,T.K'S Oriental Grill - Hyatt Regency,https://www.zomato.com/ncr/tks-oriental-grill-hyatt-regency-bhikaji-cama-place-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Japanese, Thai, Sushi",4000,4,Rs.,0
5879,Mezbaan Restaurant,https://www.zomato.com/ncr/mezbaan-restaurant-munirka-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Mughlai, Chinese",600,2,Rs.,0
4368,Sidewalk - Hyatt Regency,https://www.zomato.com/ncr/sidewalk-hyatt-regency-bhikaji-cama-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Bakery, Cafe",1000,3,Rs.,0
220,Domino's Pizza,https://www.zomato.com/ncr/dominos-pizza-shanti-niketan-marg-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Pizza, Fast Food",700,2,Rs.,0
4150,Nirula's,https://www.zomato.com/ncr/nirulas-bhikaji-cama-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Fast Food, North Indian, Desserts, Ice Cream",1100,3,Rs.,0
311451,Subway,https://www.zomato.com/ncr/subway-munirka-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"American, Fast Food, Salad, Healthy Food",500,2,Rs.,0
300268,Vedanta's,https://www.zomato.com/ncr/vedantas-munirka-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Chinese",650,2,Rs.,0
1862,Bite-N-Sip,https://www.zomato.com/ncr/bite-n-sip-bhikaji-cama-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Street Food",300,1,Rs.,0
819,Lotus Garden,https://www.zomato.com/ncr/lotus-garden-bhikaji-cama-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Chinese, Japanese, Thai",2000,4,Rs.,0
3264,Polo Lounge - Hyatt Regency,https://www.zomato.com/ncr/polo-lounge-hyatt-regency-bhikaji-cama-place-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Finger Food,2500,4,Rs.,0
2100702,Barbeque Nation,https://www.zomato.com/guwahati/barbeque-nation-ulubari?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,North Indian,1500,4,Rs.,0
16608059,1918 Bistro & Grill,https://www.zomato.com/tanunda-sa/1918-bistro-grill-tanunda?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Modern Australian, Australian",30,3,$,0
17558684,Berry Patch Restaurant,https://www.zomato.com/clatskanie-or/berry-patch-restaurant-westport?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"American, Breakfast, Desserts",10,1,$,0
16604896,La Trattoria of Lavandula,https://www.zomato.com/hepburn-springs-vic/la-trattoria-of-lavandula-hepburn-springs?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Italian, Fusion, Cafe",7,1,$,0
17536645,Jehova es Mi Pastor Tacos y Burritos,https://www.zomato.com/fernley-nv/jehova-es-mi-pastor-tacos-y-burritos-fernley?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Mexican,10,1,$,0
2900633,Barbeque Nation,https://www.zomato.com/bhubaneswar/barbeque-nation-chandrasekharpur-bhubaneshwar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Mediterranean, Asian, Continental, North Indian, Arabian",1200,3,Rs.,0
16609169,Three Anchors,https://www.zomato.com/middleton-beach-wa/three-anchors-middleton-beach?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Bar Food, Modern Australian",30,3,$,0
18354483,Farzi Cafe,https://www.zomato.com/pune/farzi-cafe-kalyani-nagar?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Modern Indian,1500,3,Rs.,0
17482142,Triangle Restaurant,https://www.zomato.com/mc-millan-mi/triangle-restaurant-mc-millan?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Breakfast, Burger",10,1,$,0
18400530,Noah's Barn Coffeenery,https://www.zomato.com/bandung/noahs-barn-coffeenery-dago?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cafe, Coffee and Tea, Western",150000,3,IDR,0
16611498,Stillwater on Belmore,https://www.zomato.com/lorn-nsw/stillwater-on-belmore-lorn?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Breakfast, Coffee and Tea",20,2,$,0
16608209,Anchorage Cafe Restaurant Wine Bar,https://www.zomato.com/victor-harbor-sa/anchorage-cafe-restaurant-wine-bar-victor-harbor?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Coffee and Tea, Tapas, Australian",20,2,$,0
16612550,5 Little Pigs,https://www.zomato.com/huskisson-nsw/5-little-pigs-huskisson?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Breakfast, Modern Australian",20,2,$,0
16611114,Whitebull Hotel,https://www.zomato.com/armidale-nsw/whitebull-hotel-armidale?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Bar Food, Steak",20,2,$,0
18224282,Three Guys,https://www.zomato.com/guwahati/three-guys-zoo-tiniali?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Continental, North Indian, Chinese, Arabian, Thai",700,2,Rs.,0
16512333,Britto's Bar & Restaurant,https://www.zomato.com/goa/brittos-bar-restaurant-baga?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Continental, Chinese, Seafood",1400,4,Rs.,0
17559793,Fishpatrick's Crabby Cafe,https://www.zomato.com/winchester-bay-or/fishpatricks-crabby-cafe-winchester-bay?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Burger, Seafood, Steak",25,2,$,0
16607969,Bespoke Harvest,https://www.zomato.com/forrest-vic/bespoke-harvest-forrest-forrest?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Cafe, Australian",20,2,$,0
17842104,Mr.,https://www.zomato.com/macedon-vic/mr-macedon?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Cafe,20,2,$,0
17687832,Vince's Restaurant & Pizzeria,https://www.zomato.com/monroe-wi/vinces-restaurant-pizzeria-monroe?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Italian, Pizza",25,2,$,0
309804,KPG Express,https://www.zomato.com/ncr/kpg-express-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Chinese,500,2,Rs.,0
7318,Green Chick Chop,https://www.zomato.com/ncr/green-chick-chop-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Raw Meats, North Indian, Fast Food",350,1,Rs.,0
628,Cafe Coffee Day,https://www.zomato.com/ncr/cafe-coffee-day-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Cafe,450,1,Rs.,0
18254549,Hot Paprika,https://www.zomato.com/ncr/hot-paprika-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Chinese, Fast Food",500,2,Rs.,0
18461946,Dec,https://www.zomato.com/ncr/dec-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Pizza, Continental, Beverages",300,1,Rs.,0
18358685,Chawnsan Chef,https://www.zomato.com/ncr/chawnsan-chef-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Mughlai, North Indian, Chinese",700,2,Rs.,0
308219,Sugar Loft,https://www.zomato.com/ncr/sugar-loft-safdarjung-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Bakery, Desserts",500,2,Rs.,0
309531,Babbu Da Punjabi Dhaba,https://www.zomato.com/ncr/babbu-da-punjabi-dhaba-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,North Indian,300,1,Rs.,0
309806,Lunia Italian,https://www.zomato.com/ncr/lunia-italian-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Pizza, Fast Food",350,1,Rs.,0
18357109,Chanky Restruoo,https://www.zomato.com/ncr/chanky-restruoo-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Chinese,500,2,Rs.,0
18424971,The Baking Fusion,https://www.zomato.com/ncr/the-baking-fusion-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"Bakery, Desserts",400,1,Rs.,0
305514,Grover Dhaba,https://www.zomato.com/ncr/grover-dhaba-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,North Indian,300,1,Rs.,0
18361271,Morong Ki,https://www.zomato.com/ncr/morong-ki-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Naga,400,1,Rs.,0
18432849,Smokey Flavours,https://www.zomato.com/ncr/smokey-flavours-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,"North Indian, Mughlai",500,2,Rs.,0
304107,Cafe Coffee Day,https://www.zomato.com/ncr/cafe-coffee-day-1-safdarjung-new-delhi?utm_source=api_basic_user&utm_medium=api&utm_campaign=v2.1,Cafe,450,1,Rs.,0
